id	question	answer
520	 Am I suffering from pneumonia?	Hi. Revert back with the investigation reports to a pulmonologist online -->
521	 Can pneumonia cause prolonged QT waves?	Hello. Hope this helps you and get back if you have any doubts. For further queries consult a cardiologist online -->
522	 Please explain the test results of diabetic and renal tubular acidosis patient.	Hi. High creatinine suggests a CKD picture for a long term diabetes particularly uncontrolled DM. Your fathers HbA1c is high which shows his diabetic status is not under control. High potassium levels is one of the complications of CKD, in this picture taking Potassium citrate is not advisable as it may increase its levels. And diabetic drugs also need to be modified when a person lands up in CKD, most oral medicines cannot be given. It is safe to shift the treatment with Insulin. You need to visit a Nephrologist for alterations in your medications and appropriate advice for CKD. serum potassium, sodium, phosphorus urine routine USG abdomen DM, CKD
523	 What does abutment of the nerve root mean?	Hi. I have gone through your query with diligence and would like you to know that I am here to help you. For further information consult a neurologist online -->
524	 Will Nano-Leo give permanent solution for erection problem?	Hi. For further doubts consult a sexologist online -->
525	 Every time I eat spicy food, I poop blood. Why?	Hello. I have gone through your information and test reports (attachment removed to protect patient identity). So, in view of that, there are a couple of things that I can opine upon: Hope that helps. For more information consult a general surgeon online -->
526	 Will Kalarchikai cure multiple ovarian cysts in PCOD?	Hello. I just read your query. See Kalarachi Kai choornam is helpful in amenorrhea. As far as small cysts are concerned they are unmatured eggs which failed to induce menstrual cycle previously, as a result, they got collected in the ovary and they will remain in the ovary. Now, you have got your periods you can start trying for conception. But I advise you to do it under the supervision of a nearby gynecologist because egg size is important while conception and that you can know by ovulation study. Ovulation study is performed under the supervision of a gynecologist. For gall stones, surgical intervention is required generally. Medicine is not of much help.
527	 I masturbate only by rubbing the tip of the penis. Is it a wrong way?	Hi. For further doubts consult a sexologist online -->
528	 What is the treatment for fatty liver when my cholesterol and thyroid levels are high?	Hi. I have gone through the attachment (attachment removed to protect patient identity). You have a high cholesterol level which is the cause of the fatty liver rather than weight. A lipid-lowering medication is required. Regarding your thyroid, the hormone levels are within normal. There is no need to worry about them, unless if you have significant symptoms. I suggest a medication take Atorvastatin 10 mg tablet once daily before dinner and repeat the lipid profile after six weeks. Liver enzymes should be done after one month as a precaution. For more information consult a family physician online -->
529	 What does grade-1 fatty liver mean?	Hello. For further queries consult a medical gastroenterologist online -->
530	 How can we treat fatty liver?	Hello. The fatty liver is due to obesity. You have to check your blood pressure and sugar levels as well. Check serum cholesterol, serum triglyceride. Regular active one hour exercise is needed for you and a strict diet restriction has to be followed. Fatty foods should be taken less. Fruits to be taken more. The Ursodeoxycholic acid tablet can be used for fatty liver. Dieting is needed along with exercise to reduce weight. Check hypothyroidism by serum TSH (thyroid-stimulating hormone) estimation. For more information consult a family physician online -->
531	 How to manage fatty liver?	Hi. You have a fatty liver on MRI (magnetic resonance imaging). It is very common. Please say about the habits you have. Please mention your medical history. Please tell about your BMI (body mass index). Fatty liver can lead to liver damage and cirrhosis after a long period. I advise you check your liver function tests, sugar, and lipid profile. Follow a regular exercise and diet. Try to lose your weight. Have healthy food. Revert me with the blood reports. There is no need to take medicines for fatty liver. They will disappear after a lifestyle modification.
532	 Is nonalcoholic fatty liver disease life-threatening?	Hello. You seem to be suffering from non-alcoholic fatty liver disease (NAFLD). This does not require any special treatment. I suggest you avoid painkillers, alcohol, and reduce weight if you are obese. I would also recommend you testing for hepatitis B and C. I hope it helps you. For more information consult a medical gastroenterologist online -->
533	 I am consuming Codeine. Will this affect conceiving?	"Hi, Welcome to icliiq.com. I read your query and understand your concerns. First of all I would like to inform you that Codeine can be stopped in gradual manner. Scientifically speaking you can go for 10% reduction of original dose every week leading to complete abstinence at the end of 2-3 months. In case this is not possible or you are not able to tolerate the lower dose of Codeine you can get yourself treated form local psychiatrist. We often recommend Clonidine for this purpose which helps in the withdrawal symptoms of Codeine. The medication dose is decided depending on the dose of Codeine, age of the patient, duration of abuse and blood pressure. I mean to say that this is high time to say ""NO TP ADDICTION"" and take this opportunity to come out of this addiction without delay. I understand that your concern is not addiction but inability of your wife to get pregnant despite repeated efforts. But we need to understand that addiction and infertility are related to some extent and removal of one risk factor might pave for fathering a child. In addition it is also important to get semen analysis done for yourself and follicular study for your wife to rule out other causes."
534	 I am underweight and my BMI is 16. 5. How to improve my weight?	Hello. First, you explain about your daily routine, and like and dislike foods.
535	 My aunt doubts that all the girls are trying to come closer with her husband. Kindly advice.	Hello. She should consult a psychiatrist. The symptoms like possessiveness, ideas, or even delusional beliefs about the fidelity of husband, blaming husband, etc. cannot be ignored. She might be suffering from some mood disorder most likely depression with psychotic symptoms. This could be some psychosis too. Individuals with psychosis show paranoid delusions, delusional beliefs, and become suspicious. Considering her age and late onset, the chances of depression with psychosis are more. She might refuse to visit a psychiatrist and will try to evade the visit. Drugs like Olanzapine or Quetiapine can be used to reduce her psychotic symptoms, and she will come out of depression.
536	 I am suffering from muscle twitching and discomfort even after medications. Please advice.	Hello. I will be happy to help you out here, and I need a little more history. 1. Do you have any flu-like symptoms? 2. Any nausea, vomiting, or diarrhea? 3. Have you been taking any over-the-counter supplements?
537	 Can witnessing a life-threatening trauma in young age cause changes in behavior?	Hello. Yes, if she has witnessed such life threatening trauma in her young age, she might act weird sometimes. But that does not mean that she has any psychiatric illness. You should focus on your relationship with her and give her proper time and she will come out of her psychological trauma. But symptoms like hearing things which others cannot hear, or talking to her mom, fear, etc., should be evaluated by a psychiatrist. This could be due to excessive stress or some psychotic issue. This should be ruled out.
538	 Kindly explain about the diastolic heart failure.	Hello. I am sorry to hear that you did not receive any detailed explanation of your condition. Diastolic dysfunction is the inability of the heart to relax, which can be diagnosed with echocardiogram or with evidence of high pressures inside your heart chambers, as evidenced by the increase LVEDP (Left ventricular end-diastolic pressure) in your cardiac cath (it was 24 mmHg, and normal is considered less than 15 or 18 mmHg). The term diastolic heart failure is used when we have evidence of diastolic dysfunction as above in addition to symptoms of heart failure (the shortness of breath you described). There is some belief that diastolic heart failure is more benign than systolic heart failure, but in reality, that is not the case. They have similar prognosis when compared in general. However, patients with advanced systolic heart failure have a worse prognosis than those with diastolic heart failure. The complicating aspect is that there are no many proven therapies that work for diastolic heart failure, other than low sodium diet, diuretics, exercise, proper eating, and lifestyle modification. To provide a more precise diagnosis, it would be essential to understand how is your exercise tolerance, however that can be challenging with your multiple sclerosis. I hope this information helps. I do not want you to feel discouraged but instead focus on lifestyle modification. Eating well, stress reduction (mindfulness or mediation can help) and practice physical activity. Hypertension, and obesity. Possibly an exercise stress test to objectively assess your exercise capacity, sleep study, and probably a Holter or event monitor (to assess for arrhythmias or atrial fibrillation).
539	 What does abutment of the nerve root mean?	Hi. I have gone through your query with diligence and would like you to know that I am here to help you. For further information consult a neurologist online -->
540	 Will Nano-Leo give permanent solution for erection problem?	Hi. For further doubts consult a sexologist online -->
541	 Every time I eat spicy food, I poop blood. Why?	Hello. I have gone through your information and test reports (attachment removed to protect patient identity). So, in view of that, there are a couple of things that I can opine upon: Hope that helps. For more information consult a general surgeon online -->
542	 Will Kalarchikai cure multiple ovarian cysts in PCOD?	Hello. I just read your query. See Kalarachi Kai choornam is helpful in amenorrhea. As far as small cysts are concerned they are unmatured eggs which failed to induce menstrual cycle previously, as a result, they got collected in the ovary and they will remain in the ovary. Now, you have got your periods you can start trying for conception. But I advise you to do it under the supervision of a nearby gynecologist because egg size is important while conception and that you can know by ovulation study. Ovulation study is performed under the supervision of a gynecologist. For gall stones, surgical intervention is required generally. Medicine is not of much help.
543	 I masturbate only by rubbing the tip of the penis. Is it a wrong way?	Hi. For further doubts consult a sexologist online -->
544	 My husband gets frequent sharp cramps in right lower abdomen lasting for a minute. What could this be?	Hello. I will definitely help you. Right lower abdomen pain has many reasons including appendicitis and kidney stones. There are some other reasons like indigestion of food, infection of the small intestine, or worm infestation. This may be functional also in which no cause is identified. The main reasons are indigestion and irritable bowel syndrome in which all investigation were normal. So if a CT scan is normal and there are no other complaints like vomiting, bloody stool, urinary complaint, constipation then it must be functional due to indigestion. Avoid fatty and spicy food and lots of water have to be taken Give two-hour gap between dinner and going to bed. Please get back to me if any of the above symptoms are there and attach an investigation report also for better help.
545	 Can starving for longer period make you eat more?	Hello. If you starve for a long time, your body demands for more carbohydrates to complete its metabolism. If the starvation continues for a long time, the body starts accumulating energy for the period of starvation, hence you feel to eat more. The best way is to provide lots of fluids and fibres so that you feel full and avoid carbohydrates and junk. Decide your meals to 5 to 6 meal pattern, increase protein fibre, you will maintain weight. If gained, start with exercises for good result.
546	 How can IBS related to SIBO be managed?	Hi. The best is to avoid eating foods that cause trouble. Secondly, for SIBO (small intestinal bacterial overgrowth), it is better to use a combination of Tetracyclines plus Metronidazole for two weeks. Effective probiotic will also help. Take the following medications: 1. Tablet Tetracycline 500 mg thrice a day two weeks. 2. Tablet Metronidazole 400 mg thrice a day for two weeks. 3. Take a good probiotic for two weeks at the end of the previous two drugs. 4. Take fresh homemade yogurt twice daily in a small bowel.
547	 Why do I have bad breath after taking the fever medications. Suggest me a cure.	Hi. Bad breath is due to the destruction of good bacteria in the intestine by antibiotics. I suggest you try probiotics, such as Lactobacilli, thrice daily for two weeks. You will feel better.
548	 Should I seek medical help for the side effects of probiotics?	Hello. Thank you for providing a precise history. Revert back with the answers to the above questions to an internal medicine physician online -->
549	 Is there a permanent remedy to get rid of psoriasis?	Hello. Isotretinoin is a potentially dangerous drug and in many countries there are very strict guidelines over its use. It basically contains retinoids which in simple language is a derivative of vitamin A. It is primarily used to treat severe cystic acne and I fail to understand why your doctor has prescribed it to you for psoriasis. Its side effects include: Well, I need some more information: 1) For how long have you been suffering from scalp psoriasis? 2) Exact name and exact dose of the medicines which you are taking? 3) For how long have you been taking each medicine (in detail)? 4) Any medicine which you had taken in the past but not taking now? 5) Do you feel any side effects which I have mentioned above? 6) How much relief have you got in your scalp psoriasis from these medicines or no effect at all yet? 7) Do you have psoriatic lesions anywhere else on the body or just on scalp? Kindly provide these information, so that we can evaluate your case in detail and prescribe you with the best possible treatment. Revert back to a dermatologist online for further follow up -->
550	 I heard one of the reasons for psoriasis is lack of Vitamin D. Is it true?	Hi. Psoriasis is a T-cell mediated autoimmune disorder. What you have heard about lack of Vitamin D as its cause is a myth among patients because nowadays there is a new class of topical drugs available which are analogues of Vitamin D. These reduce the excessive cell proliferation and differentiation seen in the skin cells of a psoriasis patient. A few of these drugs are Calcipotriol, Calcitriol, and Tacalcitol. Their pros are that they do not cause skin atrophy, but they are useful only for stable and moderate psoriasis. To help you better, I need photographs plus a detailed history with a previous medication you had taken.
551	 There is a large area of redness in my buttocks,is it psoriasis?	Hi. After carefully reading your complaints and looking at your photographs, there seem to be three possibilities (attachment removed to protect patient identity). For making a clear cut diagnosis, I need the answers for a few questions: Looking forward to your response in order to help you.
552	 Kindly comment on my psoriasis prescription.	Hi. Yes, your treatment is right. But, do not take Folitrax for long duration (Methotrexate) as it can adversely affect your liver and immunity. For further information consult a dermatologist online -->
553	 Why are SGOT, SGPT, and cholesterol levels high in a diabetic?	Hi. Regarding your SGOT and SGPT, it is elevated because of liver tissue strain due to diabetes and hyperlipidemia. But other liver enzymes are under control. Avoid spicy and fatty food and if you are alcoholic or smoker, stop. Regarding diabetes, you are on right medications but HbA1C is 7.1. ABG is 157, care for diet and mild exercise, we can bring it down. Renal uric acid and urea and creatine are not increased, so renal condition is fine. Continue the treatment, diet and exercise. Monitor BP. Do ECG, US abdomen and review. Diabetes and lipoma. BP, ECG, echo, ultrasound abdomen. Cirrhosis of liver. Liver disease, DM, hyperlipidema. He can continue the same treatment with diet and exercise. 1. Roseday A75, once, 2. Istamet 50/1000 twice, 3. Glimepride 2 twice 4. Febutrix40once and, 5. Remylin D once. Liv 52 two tablets twice daily. Avoid fatty and spicy food, no alcohol and smoking.
554	 Sore throat did not go away with several antibiotics. How can I get well again?	Hello. I have gone through your complaints. Repeated attacks of a low-grade sore throat suggest that it could be chronic pharyngitis. The other common causes of chronic sore throat are due to acidity and gastroesophageal reflux. That means stomach acids pop into esophagus silently and burn the throat in the nights. You should undergo upper GI esophagoscopy and a throat swab to rule out infection. Try taking antacids for a week. Do not take antibiotics. I think this would suffice. For more information consult an ENT otolaryngologist online -->
555	 I get bloody semen with clots and pain in my right testicle. What is my problem?	Hello. Hematospermia (blood in semen), is fairly common. Generally it is not considered as a sinister sign. There are whole list of possibilities for this theoretically, but once we ensure it is not due to sinister cause and rule out treatable causes say like infections we do not beyond that as it will not affect the management. Sinister causes mainly prostate and testicular cancers. At your age prostate cancer is extremely unlikely but need to ensure no testicular problem. With your symptoms with testes, you need another scan to be on safe side as the scope for examination to be conclusive. I suspect you have epidydimal cysts which are very common and can cause pain, etc. So if the scan does not show anything other than this, I would not worry about it at all. I think the rash is completely unrelated to this or any of your urological problems. Nor the rash or hematospermia is related to old history of chlamydia. Since you have not had any other urinary symptom, I would not worry much about other tests related to urinary tract. However, I would also recommend sending semen for culture to see any infection in it. Lastly about prostate cancer virtually unheard in your age. Finger examination of prostate, PSA blood test and MRI scans of prostate are the screening tests in general. But not something I would recommend if testes scan comes back normal and if you are still worried an MRI then will be helpful as last resort. Idiopathic. Testicular pathology. Ultrasound scan of testes. Ideally an examination of genitals including prostate by a clinician. Semen culture. Idiopathic. Hematospermia. With reports.
556	 I am getting pimples and dark spots. How to treat it?	Hello. I will help you with your problem. You are having acne vulgaris which is the most common skin condition of your age. Generally, the eruptions on healing leave a mild dark spot. If the eruptions are manipulated by picking them or squeezing them, they leave darker spots on healing. In your case, if you are having oily skin, you should use Ahaglow S facewash four to five times a day. This will prevent oily skin which is one of the main causes of the acne. For the treatment of the eruptions, you should use Deriva CMS gel on the eruptions at night daily. Also take tablet Azithromycin 500 mg three days a week for 1 month (3 days daily dose, then 4 days gap, then repeat). The dark spots, if persist after the course of treatment, can be treated by other creams then. Acne vulgaris. As mentioned above.
557	 What does abutment of the nerve root mean?	Hi. I have gone through your query with diligence and would like you to know that I am here to help you. For further information consult a neurologist online -->
558	 Will Nano-Leo give permanent solution for erection problem?	Hi. For further doubts consult a sexologist online -->
559	 Every time I eat spicy food, I poop blood. Why?	Hello. I have gone through your information and test reports (attachment removed to protect patient identity). So, in view of that, there are a couple of things that I can opine upon: Hope that helps. For more information consult a general surgeon online -->
560	 Will Kalarchikai cure multiple ovarian cysts in PCOD?	Hello. I just read your query. See Kalarachi Kai choornam is helpful in amenorrhea. As far as small cysts are concerned they are unmatured eggs which failed to induce menstrual cycle previously, as a result, they got collected in the ovary and they will remain in the ovary. Now, you have got your periods you can start trying for conception. But I advise you to do it under the supervision of a nearby gynecologist because egg size is important while conception and that you can know by ovulation study. Ovulation study is performed under the supervision of a gynecologist. For gall stones, surgical intervention is required generally. Medicine is not of much help.
561	 I masturbate only by rubbing the tip of the penis. Is it a wrong way?	Hi. For further doubts consult a sexologist online -->
562	 What are the signs of tonsillitis?	Hi. Let me first enlighten you about tonsils. 1. Eating more chocolates or ice creams. 2. Dental and oral hygiene. Throat swab and culture or RADT (rapid antigen detecting test). URTI (upper respiratory tract infection). If culture is positive then I suggest Tablet Amoxicillin 625 mg twice daily or tablet Amoxicillin 500 mg thrice daily for 10 days. Consult your specialist doctor, discuss with him or her and take the medicine with consent. 1. Repeated salt water gargling. 2. Maintain oral hygiene. 3. No high carb diets like ice creams and chocolates. For further information consult an internal medicine physician online.--->
563	 What does positive strep test mean?	Hello. I understand that you have done strep test, which is a rapid test to find out whether the pharyngitis has bacterial origin. The strep test is positive and this means most probably the Streptococcus pyogenes detected in your throat is the causative organism for the pharyngitis. The strep throat infection has to be treated with appropriate antibiotics. I suggest you take a course of Amoxicillin and Clavulanic acid (625 mg) twice daily after food. Take supportive treatment in the form of salt water gargling of the throat, anti-inflammatory and pain killer tablets. Also avoid spicy, oily and masala-rich foods, which aggravate the throat irritation. As a painkiller, I suggest tablet Paracetamol 650 mg twice a day. Anti-inflammatory tablets are combinations of trypsin-chymotrypsin enzymes. If you do not get relieved with this antibiotic, then I suggest you go ahead with a throat swab culture and sensitivity. That will tell us about the details of the antibiotics to which the organism is susceptible and resistant. With your blood pressure values, I see that they are towards the higher side. However, if it was measured using a digital BP apparatus, it is bound to be erroneous. Kindly visit your GP and get your BP checked. Manual measurement of BP is the preferred method. At your age, it is unlikely that you have this high BP. For further information consult an ENT otolaryngologist online -->
564	 What can be the reason for raised liver enzymes during fever?	Hello. Revert back with the answer to the above questions to an internal medicine physician online -->
565	 What is the degree of burns in a baby injured by boiling water?	Hi. This qualifies for approximately 9 percent burns (attachment removed to protect patient identity). The child will need to take some painkiller medications like syrup Crocin DS (250 mg/5 ml), 2.5 ml thrice a day for 3 to 5 days to reduce the pain. As regarding the cream, it is good, please continue using it. Unfortunately, I will not be able to judge from the picture if the child needs Bactigrass application or no to the burn site. This can only be assessed by a surgeon. Hence, it is advisable to get the child physically evaluated by a surgeon as early as possible. If required, the surgeon will clean up the wound and debride or leave the skin as it is and can assess if the child needs Bactigrass sheet application or no.
566	 Can Renflexis cause ankle swelling?	Hello, Welcome to the icliniq.com. The edema due to renflexis is an uncommon side effect. If you have leg edema, then it is advisable to investigate as follow. 1. Serum protein estimation to rule out hypoproteinemia. 2. Sgpt (serum glutamate-pyruvate transaminase) to exclude liver disease. 3. Urea, creatinine estimation to rule out kidney disease. 4. Serum TSH estimation to rule out hypothyroidism. Echocardiography to exclude cardiac cause and finally local ankle joint X-ray if needed. If edema leg more than diuretic like Furosemide can be prescribed after consultation with your doctor. I suggest you consult nearby physician for a detailed discussion of all these. I hope I have answered your question.
567	 What does abutment of the nerve root mean?	Hi. I have gone through your query with diligence and would like you to know that I am here to help you. For further information consult a neurologist online -->
568	 I feel stress even for small things which urges me to pass stool frequently. Why?	Hello. It seems you have developed severe anxiety towards something. You may try Argentum nitricum 30c one dose (four pills) once a day in the evening for five days. After five days start taking Kali phos two tablets twice a day for 15 days. These remedies should help to reduce your anxiety to some extent. Please do not take these remedies for a longer duration than the recommended period. Let me know if you have any other questions. I would be happy to answer your queries.
569	 I have constant twitches in my upper arm. Could it be an early sign of ALS?	Hello. I have read your query and understand your concerns. First of all, I will suggest you consider other possibilities before jumping to conclusions. There are a number of conditions which can present with twitches without any disease, and ALS (amyotrophic lateral sclerosis) is one of the remotest possibility for a 38 year old young male. The commonest cause for twitches is simple worry or anxiety. I know at least 100 individuals with anxiety, who presented with simple twitches and no other symptoms. In my opinion, you need to see whether these twitches have any relationship with your anxiety level. The another common conditions which present with twitches is endocrine abnormalities, such as thyroid and parathyroid disorders. In case the stress level is not able to explain the twitches, an evaluation for endocrine abnormality is indicated. The list may go on in a similar fashion. Find the answers to your questions below: I hope this helps you. If you have more questions, feel free to write back. For further queries consult a neurologist online -->
570	 What are the options to correct dental midline shift?	Hi. Without any clinical pictures, it is hard to comment on the situation. However, I will give you some basic facts. For more information consult an orthodontist online -->
571	 I have enlarged bumps on the back of my tongue. Is that due to fungal infection?	Hello. I had gone through all the data posted. For further information consult an internal medicine physician online -->
572	 When exactly does the pregnancy symptoms arise after unprotected sex?	Hello. These are not pregnancy symptoms, but rather they are symptoms of ovulation with mild abdominal ache, nausea, headache, bloating and thin mucus discharge from vagina. As her last menstrual period (LMP) was in the last week, two months back. So, it is day16 today. Hence in a 30 day cycle, this is the time for ovulation. As you had sex in the first week the following month, still she can be considered in her fertile period and hence an emergency contraceptive is advisable to be taken in 72 hours in your case to prevent pregnancy. However, the earliest you can detect pregnancy would be after 7 days post-intercourse with a serum beta-hCG test. If it shows the level of hCG more than 5 ng/dL then shall confirm pregnancy. Otherwise, she would be pregnancy safe. But, at present these are ovulation signs. Revert back after the test to an obstetrician and gynaecologist online -->
573	 What does abutment of the nerve root mean?	Hi. I have gone through your query with diligence and would like you to know that I am here to help you. For further information consult a neurologist online -->
574	 Will Nano-Leo give permanent solution for erection problem?	Hi. For further doubts consult a sexologist online -->
575	 Every time I eat spicy food, I poop blood. Why?	Hello. I have gone through your information and test reports (attachment removed to protect patient identity). So, in view of that, there are a couple of things that I can opine upon: Hope that helps. For more information consult a general surgeon online -->
576	 Will Kalarchikai cure multiple ovarian cysts in PCOD?	Hello. I just read your query. See Kalarachi Kai choornam is helpful in amenorrhea. As far as small cysts are concerned they are unmatured eggs which failed to induce menstrual cycle previously, as a result, they got collected in the ovary and they will remain in the ovary. Now, you have got your periods you can start trying for conception. But I advise you to do it under the supervision of a nearby gynecologist because egg size is important while conception and that you can know by ovulation study. Ovulation study is performed under the supervision of a gynecologist. For gall stones, surgical intervention is required generally. Medicine is not of much help.
577	 I masturbate only by rubbing the tip of the penis. Is it a wrong way?	Hi. For further doubts consult a sexologist online -->
578	 Will Nano-Leo give permanent solution for erection problem?	Hi. For further doubts consult a sexologist online -->
579	 Having pubic hair with white coating. What is it?	Hi. I have seen your query and concern. For further information consult a dermatologist online -->
580	 What does dilated extrarenal pelvis mean?	Hi. For further information consult a nephrologist online -->
581	 Me and my wife are trying to have intercourse but unable to. Any advice?	Hi. Revert back for review after a month to a sexologist online -->
582	 What can I do to grow hair in the case of genetic hair loss?	Hello. I understand your concern, but there are no attached photographs in your message. Kindly send a picture of the affected area to assess the condition and to suggest you the appropriate diagnosis and treatment. I need to see it to help you further.
583	 My ECG report was strange. Is this due to anxiety?	Hello. I have thoroughly gone through the ECG results there are no specific changes that would indicate any pathological change. ECG results might show different shapes and morphology, but it does not necessarily mean it is abnormal. I have to ask what are you doing about your weight? You are overweight, and it puts you at risk for cardiovascular disease. I hope you have put in measures to help reduce your excess weight like dieting and exercise.
584	 My right eye is red and puffy after wearing contact lenses under light. Why?	Hello. First of all, I would like to tell you my point of view as an ophthalmologist in and against any contact lens that stays in the eye for more than 12 hours. The puffiness is most probably related to an allergic reaction that your eyes are experiencing, and you should discontinue using these contacts. The redness, the light sensitivity, and even the tearing are all signs of dry eye for which you should start using artificial tears at least four to six times daily, especially if you plan on using contact lenses again. Regardless of what any manufacturer says, you should not sleep with your contact lenses, and I would advise you to use daily from now on. You can use artificial tears while wearing glasses.
585	 What can be done for stammer in children?	Hello. Stammering or stuttering is not very uncommon in this age group. Most children do stammer at this age, and with time over a few months, it gets resolved usually. I believe that the delivery of this child was smooth, and she had no history of admissions for any illness. Also, her milestones are normal and not delayed. Now here, the family has to play an important role. Your child has started developing speech, and this is quite normal to happen. So, first of all, you stop worrying. And even if you worry because I know it can be alarming for parents, please do not pass on your anxiety to your kid. Just do not let her feel that it is abnormal. Whenever she speaks, to listen to her and never try to correct her or scold her for this. Pay attention to what she is saying and look at her, and eye contact should be there. When you talk to her, talk slowly so that she can grasp every word. Kids always try to imitate us. She will also start speaking slowly, which will help her say words correctly and with ease. Never criticize or scold, also tell everyone at your home and even school teachers. Encourage her to speak. Do not pass your anxiety to your kid is most important because if a child gets anxious, it will get more pronounced. Slowly and gradually, you will see that your kid has outgrown this. If still, you feel that there is no improvement after one to two months, speech therapy may be done. Speech therapy should be started before four to five years. I hope this advice would be helpful to you. I would be there for any help.
586	 What can cause itchy scalp and tiny white balls all over the head?	Hi. According to your history and from the photos (attachment removed to protect patient identity), you are suffering from acute dandruff with folliculitis. For further information consult a dermatologist online -->
587	 Is it compulsory that the foreskin has to retract during sex?	Hello. Thanks. For more information consult a sexologist online -->
588	 I have blisters on my penis after masturbating without a lubricant. What is the treatment?	Hello. There are a few conditions which cause painful blisters even without a sexual contact, like genital herpes, primary syphilis, impetigo among others. Please provide more details: The treatment would vary according to the details you provide. If you underwent any investigations, please attach that during the follow-up. For more information consult a general medicine physician online -->
589	 Every time I eat spicy food, I poop blood. Why?	Hello. I have gone through your information and test reports (attachment removed to protect patient identity). So, in view of that, there are a couple of things that I can opine upon: Hope that helps. For more information consult a general surgeon online -->
590	 What does abutment of the nerve root mean?	Hi. I have gone through your query with diligence and would like you to know that I am here to help you. For further information consult a neurologist online -->
591	 Will Nano-Leo give permanent solution for erection problem?	Hi. For further doubts consult a sexologist online -->
592	 Every time I eat spicy food, I poop blood. Why?	Hello. I have gone through your information and test reports (attachment removed to protect patient identity). So, in view of that, there are a couple of things that I can opine upon: Hope that helps. For more information consult a general surgeon online -->
593	 Will Kalarchikai cure multiple ovarian cysts in PCOD?	Hello. I just read your query. See Kalarachi Kai choornam is helpful in amenorrhea. As far as small cysts are concerned they are unmatured eggs which failed to induce menstrual cycle previously, as a result, they got collected in the ovary and they will remain in the ovary. Now, you have got your periods you can start trying for conception. But I advise you to do it under the supervision of a nearby gynecologist because egg size is important while conception and that you can know by ovulation study. Ovulation study is performed under the supervision of a gynecologist. For gall stones, surgical intervention is required generally. Medicine is not of much help.
594	 I masturbate only by rubbing the tip of the penis. Is it a wrong way?	Hi. For further doubts consult a sexologist online -->
595	 I have severe stomach and back pain at the same time. Can you Suggest any quick remedy?	Hi. I have read through your query in detail. Please find my observations below. Severe pain in abdomen radiating to the back might be due to many conditions which require evaluation. Problems that might cause the stomach and back pain, all the possible reasons, For spasmodic pain you can take antispasmodic medicine like Spasmonil plus (Dicyclomine hydrochloride and Mefenamic acid). This has to be taken twice daily for pain that might be a spasm. This should reduce any spasmodic pain that you are having. Once pain is stable then please consult your doctor and get examined clinically. If required the doctor might ask for an ultrasound scan abdomen to be done to know the cause. Above mentioned causes are the commonest and there are many other conditions which might cause a similar pain. Clinical examination and investigations are important.
596	 Due to excessive masturbation, my penis is shrunk. What to do?	Hi. For further information consult a sexologist online -->
597	 I have become extremely anxious after electric shock. Why?	Hi. I understand your symptoms with chronological order. For further information consult a neurologist online -->
598	 My arm got trapped in a door. What should I do?	Hi. Revert back after two days to an orthopaedician and traumatologist online -->
599	 Can I opt biologic Etanercept for ankylosing spondylitis?	Hello. You need to do Mantoux test and interferon gamma level before starting biologics because they can cause reactivation of tuberculosis if there is doubt you should receive the two drug ATT regimen (anti-tubercular treatment) before starting biologics that is recommended if either Montoux or interferon gamma is positive.
600	 Will Kalarchikai cure multiple ovarian cysts in PCOD?	Hello. I just read your query. See Kalarachi Kai choornam is helpful in amenorrhea. As far as small cysts are concerned they are unmatured eggs which failed to induce menstrual cycle previously, as a result, they got collected in the ovary and they will remain in the ovary. Now, you have got your periods you can start trying for conception. But I advise you to do it under the supervision of a nearby gynecologist because egg size is important while conception and that you can know by ovulation study. Ovulation study is performed under the supervision of a gynecologist. For gall stones, surgical intervention is required generally. Medicine is not of much help.
601	 My testicles start hurting after erection without orgasm. Why?	Hello. Testicular pain after erection may be a signal that you are having epidydymo orchitis because the epididymis and testicles are the organs where your sperms are stored and produced respectively. So if the pain comes when there is a history of trying to ejaculate that may suggest inflammation somewhere in these organs was there a previous history of STI (sexually transmitted disease) before this incident, pain from the testes is usually referred to the lower abdomen. We also need to be mindful of testicular torsion.I advise you to do urine MCS (microscopy, culture, and sensitivity), semen analysis MCS then scrotal scan to see the testicles anatomically for any scarification.
602	 Kindly suggest the alternative medicine for the hormone blocking injections in the treatment of breast cancer?	Hello. Her cancer will be her 2 neu positive, in this scenario, it is mandatory to give 17 injections of Trastuzumab, otherwise chances of recurrence are high. As far as cost is concern, you can get some other way, like hospital cost is very inflated, get it administered at a small center, you can get injections from wholesale yourself, and you can go for generic drug.
603	 Kindly help me to clarify that my period is normal or is it due to the side effect of I-pill.	Hello. Let me start by assuring you that you are not pregnant and need not worry. If you have had your periods 18 days before taking I-pill, your ovulation would have been around 13 to 15 days after that. Life of egg is only one day. So there is no chance of an egg being alive on that day of sex. I-pill or emergency contraception pill is a high dose of progesterone hormone. After ovulation, your ovary also will be producing the same hormone. As you have taken it after the ovulation date, the thickness of the inner uterine lining would have increased further. But would not have shed. Usually, if you take it before ovulation, your bleeding will start within a few days. So you should have had your regular periods, slightly thicker or more than usual. If you had bleeding almost like regular periods, then the inner lining of the uterus has been shed. There is no chance of pregnancy if at all, to catch inside the uterus. So do not worry, your next period will be one month from this period. I hope I have clarified your query, do write back if any more questions and for your feedback.
